sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
PD680,-73.564528289355835000,45.527351584216035000,-73.564483127635754000,45.527356296817658000,1,NORMAL,Double,PD679,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD681,-73.564512782517511000,45.527399860224243000,-73.564474396449214000,45.527381252737960000,1,NORMAL,Double,PD682,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD682,-73.564512782517511000,45.527399860224243000,-73.564467620757497000,45.527404572819698000,1,NORMAL,Double,PD681,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD683,-73.564499355173083000,45.527448443135540000,-73.564460969076137000,45.527429835644931000,1,NORMAL,Double,PD684,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD684,-73.564499355173083000,45.527448443135540000,-73.564454193373081000,45.527453155725659000,1,NORMAL,Double,PD683,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD686,-73.564485107807513000,45.527495103396681000,-73.564434612432464000,45.527499659769497000,1,HANDICAPÉ,Simple,,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD688,-73.564473764647289000,45.527530487554685000,-73.564423269239654000,45.527535043922477000,1,HANDICAPÉ,Simple,,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD689,-73.564456690091319000,45.527581267739812000,-73.564411692885145000,45.527558621205479000,1,NORMAL,Double,PD690,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD690,-73.564456690091319000,45.527581267739812000,-73.564403497165742000,45.527586540972301000,1,NORMAL,Double,PD689,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD692,-73.564434278705377000,45.527651038436304000,-73.564395892492144000,45.527632430925443000,1,NORMAL,Double,PD693,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD693,-73.564434278705377000,45.527651038436304000,-73.564389116737956000,45.527655751001525000,1,NORMAL,Double,PD692,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD694,-73.564419053650468000,45.527698436685078000,-73.564380667409850000,45.527679829168378000,1,NORMAL,Double,PD695,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD695,-73.564419053650468000,45.527698436685078000,-73.564373891643697000,45.527703149243365000,1,NORMAL,Double,PD694,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD696,-73.564403828569894000,45.527745834930556000,-73.564365442302034000,45.527727227408889000,1,NORMAL,Double,PD697,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD697,-73.564403828569894000,45.527745834930556000,-73.564358666523916000,45.527750547482803000,1,NORMAL,Double,PD696,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD699,-73.564388828614568000,45.527792475879764000,-73.564338332965647000,45.527797032209037000,1,NORMAL,Simple,,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD700,-73.564373683599570000,45.527839681069722000,-73.564335297277779000,45.527821073538277000,1,NORMAL,Double,PD701,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD701,-73.564373683599570000,45.527839681069722000,-73.564328521475971000,45.527844393610003000,1,NORMAL,Double,PD700,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD702,-73.564358176495332000,45.527887957053821000,-73.564319790145788000,45.527869349517339000,1,NORMAL,Double,PD703,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD703,-73.564358176495332000,45.527887957053821000,-73.564313014331802000,45.527892669587978000,1,NORMAL,Double,PD702,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD706,-73.564325325890238000,45.527265998686971000,-73.564363320328042000,45.527283603437688000,1,NORMAL,Simple,,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD707,-73.564310344909998000,45.527312344970376000,-73.564356381431026000,45.527307134957631000,1,NORMAL,Double,PD708,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD708,-73.564310344909998000,45.527312344970376000,-73.564348245013093000,45.527330239097203000,1,NORMAL,Double,PD707,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD709,-73.564294258480842000,45.527360280593726000,-73.564340295042470000,45.527355070586601000,1,NORMAL,Double,PD710,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD710,-73.564294258480842000,45.527360280593726000,-73.564332158611066000,45.527378174724817000,1,NORMAL,Double,PD709,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD711,-73.564279033386356000,45.527407678825391000,-73.564325069988030000,45.527402468825279000,1,NORMAL,Double,PD712,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD712,-73.564279033386356000,45.527407678825391000,-73.564316933543594000,45.527425572962265000,1,NORMAL,Double,PD711,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD713,-73.564263808266333000,45.527455077055542000,-73.564309844908081000,45.527449867060696000,1,NORMAL,Double,PD714,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD714,-73.564263808266333000,45.527455077055542000,-73.564301708450600000,45.527472971196424000,1,NORMAL,Double,PD713,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD715,-73.564248583120900000,45.527502475282390000,-73.564294619802595000,45.527497265293697000,1,NORMAL,Double,PD716,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD716,-73.564248583120900000,45.527502475282390000,-73.564286483332069000,45.527520369428132000,1,NORMAL,Double,PD715,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD717,-73.564233357949803000,45.527549873506814000,-73.564279394671573000,45.527544663524289000,1,NORMAL,Double,PD718,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD718,-73.564233357949803000,45.527549873506814000,-73.564271258188114000,45.527567767657459000,1,NORMAL,Double,PD717,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD720,-73.564213645690046000,45.527609427082837000,-73.564259682462335000,45.527604217108284000,1,NORMAL,Double,PD721,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD721,-73.564213645690046000,45.527609427082837000,-73.564251545962136000,45.527627321239819000,1,NORMAL,Double,PD720,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD722,-73.564199098878632000,45.527653241811450000,-73.564245135687870000,45.527648031843654000,1,NORMAL,Double,PD723,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD723,-73.564199098878632000,45.527653241811450000,-73.564236999175421000,45.527671135973073000,1,NORMAL,Double,PD722,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD724,-73.564185001422814000,45.527697129049919000,-73.564231038269298000,45.527691919086962000,1,NORMAL,Double,PD725,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD725,-73.564185001422814000,45.527697129049919000,-73.564222901744756000,45.527715023216103000,1,NORMAL,Double,PD724,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD726,-73.564170903945112000,45.527741016285468000,-73.564216940828700000,45.527735806328195000,1,NORMAL,Double,PD727,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD727,-73.564170903945112000,45.527741016285468000,-73.564208804292079000,45.527758910456157000,1,NORMAL,Double,PD726,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD728,-73.564156806445652000,45.527784903518928000,-73.564202843366218000,45.527779693568249000,1,NORMAL,Double,PD729,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD729,-73.564156806445652000,45.527784903518928000,-73.564194706817503000,45.527802797694150000,1,NORMAL,Double,PD728,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD730,-73.564142708924166000,45.527828790751236000,-73.564188745881964000,45.527823580805347000,1,NORMAL,Double,PD731,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD731,-73.564142708924166000,45.527828790751236000,-73.564180609321170000,45.527846684930971000,1,NORMAL,Double,PD730,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PD732,-73.564127446277766000,45.527875986947983000,-73.564177942014325000,45.527871430711961000,1,NORMAL,Simple,,197 - Émile-Duployé,0,Régulier Payez-Partez,450,H,
PE112,-73.583582365076097000,45.519037214798857000,-73.583529993716994000,45.519044101957988000,1,NORMAL,Simple,,Vallières,0,Régulier Payez-Partez,400,S,
PE113,-73.583499145957802000,45.519128047006696000,-73.583488810561803000,45.519089720524271000,1,NORMAL,Double,PE114,Vallières,0,Régulier Payez-Partez,400,S,
PE114,-73.583499145957802000,45.519128047006696000,-73.583447627340092000,45.519135339076257000,1,NORMAL,Double,PE113,Vallières,0,Régulier Payez-Partez,400,S,
PE115,-73.583416078894203000,45.519218892602034000,-73.583406444051846000,45.519180957612235000,1,NORMAL,Double,PE116,Vallières,0,Régulier Payez-Partez,400,S,
PE116,-73.583416078894203000,45.519218892602034000,-73.583363228481687000,45.519225637441124000,1,NORMAL,Double,PE115,Vallières,0,Régulier Payez-Partez,400,S,
PE117,-73.583333100965731000,45.519309603094442000,-73.583322477446572000,45.519270776994667000,1,NORMAL,Double,PE118,Vallières,0,Régulier Payez-Partez,400,S,
PE118,-73.583333100965731000,45.519309603094442000,-73.583283367369276000,45.519314098793011000,1,NORMAL,Double,PE117,Vallières,0,Régulier Payez-Partez,400,S,
PE121,-73.583862512129699000,45.518906994360030000,-73.583875690730267000,45.518942180193719000,1,NORMAL,Double,PE122,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE122,-73.583862512129699000,45.518906994360030000,-73.583810704188650000,45.518913186935450000,1,NORMAL,Double,PE121,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE125,-73.583602442317954000,45.518792055399423000,-73.583618304889768000,45.518827349039228000,1,NORMAL,Double,PE126,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE126,-73.583602442317954000,45.518792055399423000,-73.583552058217890000,45.518797793313070000,1,NORMAL,Double,PE125,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE127,-73.583471881477934000,45.518733462750156000,-73.583487688979062000,45.518767838052554000,1,NORMAL,Double,PE128,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE128,-73.583471881477934000,45.518733462750156000,-73.583422480215177000,45.518739320000151000,1,NORMAL,Double,PE127,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE129,-73.583340232673720000,45.518674424975529000,-73.583357670066448000,45.518710356394614000,1,NORMAL,Double,PE130,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE130,-73.583340232673720000,45.518674424975529000,-73.583292859984169000,45.518681392752988000,1,NORMAL,Double,PE129,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE131,-73.583210830972789000,45.518616244487710000,-73.583228049968511000,45.518652429074407000,1,NORMAL,Double,PE132,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE132,-73.583210830972789000,45.518616244487710000,-73.583163240019189000,45.518623465357962000,1,NORMAL,Double,PE131,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE133,-73.583081298672340000,45.518558213273565000,-73.583098430136346000,45.518594501605449000,1,NORMAL,Double,PE134,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE134,-73.583081298672340000,45.518558213273565000,-73.583033620319966000,45.518565537815967000,1,NORMAL,Double,PE133,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE135,-73.582951822859002000,45.518500110409171000,-73.582968810570037000,45.518536573988627000,1,NORMAL,Double,PE136,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE136,-73.582951822859002000,45.518500110409171000,-73.582904000886600000,45.518507610125219000,1,NORMAL,Double,PE135,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE137,-73.582822351549140000,45.518442008976990000,-73.582839191269755000,45.518478646224857000,1,NORMAL,Double,PE138,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE138,-73.582822351549140000,45.518442008976990000,-73.582775161611281000,45.518450030828170000,1,NORMAL,Double,PE137,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE139,-73.582695055513270000,45.518384857229663000,-73.582710313160518000,45.518421049439134000,1,NORMAL,Double,PE140,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE140,-73.582695055513270000,45.518384857229663000,-73.582645464776334000,45.518392068013974000,1,NORMAL,Double,PE139,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE141,-73.582558024150444000,45.518323383331200000,-73.582580616458799000,45.518363086551780000,1,NORMAL,Double,PE142,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE142,-73.582558024150444000,45.518323383331200000,-73.582515768207699000,45.518334105052624000,1,NORMAL,Double,PE141,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE143,-73.582431868262120000,45.518266650687366000,-73.582450920023135000,45.518305123515546000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE146,-73.582244376389596000,45.518183801342815000,-73.582256153531091000,45.518218079318189000,1,NORMAL,Double,PE147,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE147,-73.582244376389596000,45.518183801342815000,-73.582191316169968000,45.518189102351329000,1,NORMAL,Double,PE146,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE148,-73.582174315996113000,45.518152197363122000,-73.582126478875381000,45.518160125348366000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE149,-73.582045869333214000,45.518094704856665000,-73.582061641647314000,45.518131148307511000,1,NORMAL,Double,PE150,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE150,-73.582045869333214000,45.518094704856665000,-73.581996804485783000,45.518102171229664000,1,NORMAL,Double,PE149,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE151,-73.581915383896273000,45.518036045971876000,-73.581931967390773000,45.518073194115686000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE154,-73.583370816798833000,45.518846086073879000,-73.583422422240602000,45.518839889611137000,1,NORMAL,Double,PE155,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE155,-73.583370816798833000,45.518846086073879000,-73.583358613344899000,45.518810020602736000,1,NORMAL,Double,PE154,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE156,-73.583240602375355000,45.518788767026464000,-73.583293767716256000,45.518781089732364000,1,NORMAL,Double,PE157,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE157,-73.583240602375355000,45.518788767026464000,-73.583228922154035000,45.518752158824093000,1,NORMAL,Double,PE156,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE158,-73.583111493142212000,45.518730287326733000,-73.583164076658249000,45.518723227878830000,1,NORMAL,Double,PE159,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE159,-73.583111493142212000,45.518730287326733000,-73.583099231228914000,45.518694296897465000,1,NORMAL,Double,PE158,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE160,-73.582981725003862000,45.518672494554565000,-73.583034385865986000,45.518665365878178000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE162,-73.582851836389210000,45.518614876535615000,-73.582900192404296000,45.518605494715452000,1,NORMAL,Double,PE163,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE163,-73.582851836389210000,45.518614876535615000,-73.582841019509402000,45.518579094306652000,1,NORMAL,Double,PE162,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE164,-73.582722377963634000,45.518556769644100000,-73.582776197888236000,45.518550173615154000,1,NORMAL,Double,PE165,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE165,-73.582722377963634000,45.518556769644100000,-73.582711376333350000,45.518521252886686000,1,NORMAL,Double,PE164,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE166,-73.582592884631197000,45.518498668847513000,-73.582645739945662000,45.518491968544410000,1,NORMAL,Double,PE167,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE167,-73.582592884631197000,45.518498668847513000,-73.582580900593371000,45.518463039741391000,1,NORMAL,Double,PE166,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE168,-73.582484363734139000,45.518449262169639000,-73.582516061307501000,45.518434110901396000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE171,-73.582325992934258000,45.518377860234324000,-73.582322212404094000,45.518347622445354000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE172,-73.582204558283166000,45.518324280494568000,-73.582256666760671000,45.518317559450232000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE173,-73.582145196386520000,45.518297662040126000,-73.582192036495655000,45.518288723535427000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE174,-73.582075011706280000,45.518266267500451000,-73.582128155712908000,45.518260221949575000,1,NORMAL,Double,PE175,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE175,-73.582075011706280000,45.518266267500451000,-73.582063292874523000,45.518231282135190000,1,NORMAL,Double,PE174,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE181,-73.581490221795306000,45.517841788836712000,-73.581503294649892000,45.517877310826826000,1,NORMAL,Double,PE182,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE182,-73.581490221795306000,45.517841788836712000,-73.581439000588986000,45.517847780374055000,1,NORMAL,Double,PE181,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE183,-73.581360782600470000,45.517783841725596000,-73.581373547548481000,45.517818194998675000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE184,-73.581342864997438000,45.517774849802358000,-73.581309795782076000,45.517789391044467000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE186,-73.581164929239009000,45.517692833838630000,-73.581175241324075000,45.517727909190675000,1,NORMAL,Double,PE187,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE187,-73.581164929239009000,45.517692833838630000,-73.581116512607821000,45.517701074235305000,1,NORMAL,Double,PE186,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE188,-73.581043039869854000,45.517638090194261000,-73.581051449347910000,45.517671344768864000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE189,-73.581024111765785000,45.517628813965331000,-73.580986386156624000,45.517641615264274000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE192,-73.580785760528485000,45.517518399657185000,-73.580795681773154000,45.517554475785516000,1,NORMAL,Double,PE193,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE193,-73.580785760528485000,45.517518399657185000,-73.580731267399713000,45.517525042481360000,1,NORMAL,Double,PE192,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE194,-73.580657330865861000,45.517459152186305000,-73.580666853093419000,45.517495609139807000,1,NORMAL,Double,PE195,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE195,-73.580657330865861000,45.517459152186305000,-73.580602438854257000,45.517466175761705000,1,NORMAL,Double,PE194,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE198,-73.580426309620549000,45.517354011900693000,-73.580408960983178000,45.517377767773212000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE199,-73.580338231570352000,45.517313880664808000,-73.580343448127451000,45.517349608075143000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE200,-73.580269179417371000,45.517282889579405000,-73.580280231917996000,45.517318893445122000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE201,-73.580207810046744000,45.517253236966560000,-73.580216558729234000,45.517290991280603000,1,HANDICAPÉ,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE202,-73.580199281321200000,45.517249648940137000,-73.580151371067529000,45.517260011023758000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE203,-73.580068876357842000,45.517192507757088000,-73.580086940742987000,45.517230569757828000,1,NORMAL,Double,PE204,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE204,-73.580068876357842000,45.517192507757088000,-73.580022510485605000,45.517201128455326000,1,NORMAL,Double,PE203,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE205,-73.579941380368609000,45.517132266892958000,-73.579958080295540000,45.517171687116324000,1,NORMAL,Double,PE206,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE206,-73.579941380368609000,45.517132266892958000,-73.579893650172494000,45.517142245740750000,1,NORMAL,Double,PE205,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE207,-73.579847264630331000,45.517088714085233000,-73.579829220116636000,45.517112804328654000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE208,-73.579790429315793000,45.517062695184002000,-73.579764790128067000,45.517083362880022000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE209,-73.579682655547757000,45.517014099870472000,-73.579699615643790000,45.517053581164404000,1,NORMAL,Double,PE210,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE210,-73.579682655547757000,45.517014099870472000,-73.579635930352183000,45.517024479873136000,1,NORMAL,Double,PE209,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE211,-73.579551699564988000,45.516954366882516000,-73.579569142437450000,45.516993960754078000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE218,-73.581191617609633000,45.517865240447080000,-73.581179428941098000,45.517829520707963000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE219,-73.581065934794737000,45.517807732224149000,-73.581115023377308000,45.517800091881519000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE220,-73.580996662288811000,45.517775356620845000,-73.581050617880493000,45.517770663018560000,1,NORMAL,Double,PE221,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE221,-73.580996662288811000,45.517775356620845000,-73.580986212450796000,45.517741234119100000,1,NORMAL,Double,PE220,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE222,-73.580870845897110000,45.517716568862873000,-73.580921807088359000,45.517711805183112000,1,NORMAL,Double,PE223,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE223,-73.580870845897110000,45.517716568862873000,-73.580857401792898000,45.517682376209692000,1,NORMAL,Double,PE222,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE224,-73.580741392649557000,45.517658451237075000,-73.580792996564568000,45.517652947200688000,1,NORMAL,Double,PE225,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE225,-73.580741392649557000,45.517658451237075000,-73.580728591403471000,45.517623518155176000,1,NORMAL,Double,PE224,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE226,-73.580610833249068000,45.517599880379315000,-73.580664186309363000,45.517594089073171000,1,NORMAL,Double,PE227,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE227,-73.580610833249068000,45.517599880379315000,-73.580599781282373000,45.517564659954616000,1,NORMAL,Double,PE226,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE228,-73.580482465570327000,45.517542243503577000,-73.580535376322487000,45.517535230799574000,1,NORMAL,Double,PE229,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE229,-73.580482465570327000,45.517542243503577000,-73.580469802978698000,45.517505267694467000,1,NORMAL,Double,PE228,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE230,-73.580362969829267000,45.517484829645497000,-73.580409172626830000,45.517477563180101000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE232,-73.580291109679393000,45.517450344075336000,-73.580278759246582000,45.517417971712973000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE233,-73.580182975893422000,45.517400420884293000,-73.580214345298074000,45.517388538116371000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,400,S,
PE234,-73.580098180243994000,45.517365082236481000,-73.580149931416713000,45.517359104482317000,1,NORMAL,Double,PE235,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE235,-73.580098180243994000,45.517365082236481000,-73.580085517602484000,45.517329670811733000,1,NORMAL,Double,PE234,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE236,-73.579968763292939000,45.517306925483567000,-73.580021103855401000,45.517300237104649000,1,NORMAL,Double,PE237,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE237,-73.579968763292939000,45.517306925483567000,-73.579957683164650000,45.517270017925675000,1,NORMAL,Double,PE236,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE238,-73.579839468344318000,45.517245297832915000,-73.579893405266233000,45.517240646160886000,1,NORMAL,Double,PE239,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE239,-73.579839468344318000,45.517245297832915000,-73.579829133871087000,45.517211277300433000,1,NORMAL,Double,PE238,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE240,-73.579709739319725000,45.517185843845134000,-73.579764026372061000,45.517182387122389000,1,NORMAL,Double,PE241,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE241,-73.579709739319725000,45.517185843845134000,-73.579699627167003000,45.517152959725358000,1,NORMAL,Double,PE240,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE242,-73.579581344973519000,45.517128236493811000,-73.579635228029048000,45.517123532290938000,1,NORMAL,Double,PE243,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE243,-73.579581344973519000,45.517128236493811000,-73.579570828958197000,45.517094104820906000,1,NORMAL,Double,PE242,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE251,-73.578958714227795000,45.516845883085992000,-73.578950471711181000,45.516813360017402000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE252,-73.578830711488422000,45.516789037791725000,-73.578884727114229000,45.516782676926404000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE253,-73.578762010272470000,45.516756006298479000,-73.578819939106197000,45.516753718227669000,1,NORMAL,Double,PE254,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE254,-73.578762010272470000,45.516756006298479000,-73.578755151164728000,45.516724759492000000,1,NORMAL,Double,PE253,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE255,-73.578641236961744000,45.516705049186207000,-73.578690363289567000,45.516695800718495000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE256,-73.578571386229541000,45.516673307030430000,-73.578625575480828000,45.516666841908965000,1,NORMAL,Double,PE257,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE257,-73.578571386229541000,45.516673307030430000,-73.578560787738667000,45.516637883062479000,1,NORMAL,Double,PE256,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE258,-73.578443025353479000,45.516615592879575000,-73.578499070359356000,45.516610302244295000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE262,-73.578253476033098000,45.516529778581905000,-73.578239194323231000,45.516494136143159000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE263,-73.578115461518522000,45.516467965549587000,-73.578173286256131000,45.516464676128045000,1,NORMAL,Double,PE264,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE264,-73.578115461518522000,45.516467965549587000,-73.578108413876208000,45.516435678984443000,1,NORMAL,Double,PE263,Saint-Laurent,1,Régulier Payez-Partez,400,S,
PE268,-73.579189730907487000,45.516791350003309000,-73.579209619641730000,45.516827896985781000,1,NORMAL,Double,PE269,Saint-Laurent,1,Régulier Payez-Partez,400,S,
